Text,Label
find instructions on how to changem y oil,33
how long bfeore the next holiday here,59
tell me when my meeting is scehduled with roger,63
"what is it at, the ac temperatrue",72
what can i put on my bank of ameriac card,115
i wnat change your name to russ,103
buy all hte things on the shopping list,7
i sholud call ruthie,91
"odrer more cat food, i'm out",7
can you translate i have to go pee into korena for me,112
order tsatus,13
how much moeny do i have coming in each month,92
adjust settings back to original afctory settings immediately,19
what do i have to pay on my aemx that is the minimum,106
who tell syou what to do,97
pay the cable bill with my ivsa card,51
help me fidn my credit score,54
what kind of gas goes in thi scar,38
hwat's your age,12
could you book me an appoinmtent for an oil change,67
tell me if there is any transactionf ee using royal card in europe,58
i need you to let me know what the status of my day off requets is,3
please gte rid off everything on my to do list,17
helpm e set a timer please,2
what is thed ay off request status as of now,3
how can i contribute to my credit csore,32
can  iswitch cream out for milk,49
"not srue, maybe",57
my card is cracked and i awnt to report it,18
"i needa  w2, so where is it",98
when can i expetc my new card to get here,56
"i would like to hcange the pin on my savings account, please",40
what are some good mexicanr estaurants in indianapolis,22
whta is my gymboree card's rewards balance,93
can you confirm my reservation for aplpebees at 2:00,83
may you suggest a meal from italy to me,90
transfer two hundred dollars betewen my portfolio and my money market account,9
use phone to call laexa,91
text saamntha and let her know i will arrive in 10 minutes,107
what's the date 40 0days from now,43
hwat is the proper cooking time for this,105
can you get me any recommendations for the place i'm travelin gto,29
i'd like to know who maed you,5
please tell me my nicome,92
my car takes what kind o ffuel,38
can you rveeal my credit score,54
please confirm my reservation for feubrary 21st at 6pm,83
how do i get stuff with visa poinst,111
do you know when i last took ym car to get checked,99
do i have soda on my shopping list if not please add ti,85
do i have enough fuel ot get to orlando,42
are yo umy worker,97
plesae flip a coin i hope its tails,35
delete that event from calenadr,104
"from januaryt o august, i will be in uruguay, please let me bank know",117
i need to use my credit pionts,111
whta do you do after work,74
when's th enext time i have to pay the insurance,65
what's the currencyc onversion between usd and yen,87
i would like to try and confirm that i have a reservation at chlii’s for melinda,83
if i want to use my credit car dpoints what do i do,111
stop what you're donig,46
when was my alst payment,75
roll a die with 6 sieds please,20
is it safe to go to nroth korea,11
how do i order some more checks for myc hase account,15
how does my gas tnak look,42
wha tingredients do i need to make broccoli cheddar soup,76
when was  ipaid last,75
when is the next time it is suppose to rani,47
tsart talking in spanish,68
my acrd seems to not work because its blemished,18
whta location did you originate at,64
a hidden govrenment facility,64
i want to see transactions fromt his month,100
dial setven,91
i want to figure uot how to rollover my 401k,109
how much money have a spent in the last weke,114
do you happent o be employed by me,97
i need an algorithm to give me the result of rolling one twelve sidedd ie,20
"hey, have you paproved my vacation time yet",3
i need toc hange the credit limit i have,10
do the tires look a little low onp ressure,79
"i need my luggag efound, i was on delta flight ab123 out of san francisco",0
booka n appointment for an oil change,67
can i get to work safelyo r do i need to stop and get gas,42
would you let me know what is the point of lfie,25
could yo ustart a timer for me,2
emrci beaucoup,78
i wanna know how low are myt ires on air,79
reimnd me in (x) hours,2
what phrase mean sgoodbye in hawaii,112
i'd like ot know how much gas is left,42
give me direction sto the nearest gas station,28
tell me the nutrition facts for shepher'ds pie,81
ohw many cups make a gallon,44
dont let me forget to do that tihng later,70
sohw me all new transactions,100
i'd rather have you call be ray ary,89
tell me what the point fo life is,25
what is the bare minimum for my truc kpayment,106
ifnd out where my phone is,4
peace otu!,119
what is my credit socre,54
i need to call makr,91
can i give you intsructions in japanese,68
do you ahve a boss,97
can i change youn ame to gretchen,103
pleaes book a car for me in ho chi minh,21
i would like to make chagnes to my insurance policy,62
what's my pin for my fidleity account,40
"i'm in the mood for italian, aret here any good places around",22
how many calories are in a dontu hole,8
ist here a way to get a larger limit on my bank of america card,10
how healthy are frnech fries,81
i can't use ym card because it’s broken,18
"help me pla nmy traveling itinerary for my trip to madrid, i want to see lots of sights!",29
when is my oil due to be chagned,36
ho wmuch can i use on my visa,115
"that woul dbe ""no",41
do one coin flip; it iwll be tails,35
strat a timer for me,2
do you have any idea why my account may b eblocked,27
"how much is the atm fee for m yboa card in orlando, fl",58
hwat timezone is reno in,26
get a table for mea t 7 for 3 people at olive garden,84
how would you caetgorize the pets you have,82
flip a coin heads or tials,35
how much will i pay in efderal taxes,16
can you get me a table fro 6 at johnnys,84
when do i need to chaneg my oil next,36
are there any transaction fees associated with my navy federal card if i am in jpaan,58
hwat's the nutritional info for french fries,81
is there any good placef or vietnamese food on the east side of the island,22
are you albe to flip a two sided coin,35
go back to oyur original settings,19
hwat is 2+2,50
tell me a funf act about computer,30
what tiem is boarding for my flight,80
can you tell me the nturitional content of chicken nuggets,81
what is the name of the person who madey ou,5
please help with pyaing my cell phone bill,51
aflse,41
wha'ts the minimum payment on my gas bill,106
delete everythin gon my to do list,17
speak frecnh,68
i want to visit potrugal do i need a travel visa,73
do my tires needa ir,79
please clear out my whole tod o list,17
my gps coordiantes will be shared with aunt snuny,69
turn the fna to the on position,72
can you checko n the status of my orders at amazon,13
tell me any animals that oyu have as pets,82
i would like to reserve a hotel room that accmoodates 10 people from monday to tuesday in manhattan,118
can you tell my what france's tiemzone is,26
i wish youw ere here earlier,78
ho wmuch money have i spent this month,114
add this snog to my rock playlist,55
what ingredients do in eed for tacos,76
give me a list of places that serve the best winsg in charlotte,22
will i need av isa to go to moldova,73
can i rasie the credit limit for my discover card,10
wha tplace were you made at,64
what is the square root of 1 million,50
paece,119
i need osmeone to look at my car because my check engine light is on,67
i would ilke to redeem my credit card reward points,111
at what time sohuld i be boarding my flight,80
tell me a joke about josb,88
how do i put in a pto request for the first to hte ninth,45
costa emsa weather,47
i want to see pari swill i need an international visa,73
i would like to know what my salayr is at this time,92
i need to know about travel alerts for emxico,11
